word_pair	sense_relation	dataset_sim	conceptnet_sim	glove_sim	ernie_sim
dirty feel	type_of	0.46	0.040418858	0.401542636	0.169844431
dirty fun	type_of	0.3	0.057766287	0.376708268	0.191714858
dirty rusty	type_of	0.54	0.207583128	0.465888549	0.365290836
dude kid	type_of	0.3	0.353543238	0.621883782	0.475432608
eat frozen	type_of	0.46	0.160246576	0.421195598	0.241407004
evening walk	type_of	0.54	0.105649046	0.428188503	0.200301838
exhibition painting	type_of	0.62	0.358425028	0.522771384	0.316302672
exhibition photography	type_of	0.74	0.260173133	0.455270465	0.291988016
exhibition sculpture	type_of	0.72	0.428052046	0.608585057	0.373522719
family old	type_of	0.36	0.109696331	0.385250897	0.208671869
farm wind	type_of	0.4	0.088969368	0.356563645	0.226099894
female old	type_of	0.42	0.244166231	0.370431672	0.232278023
female race	type_of	0.38	0.10956234	0.286273727	0.234090826
festival music	type_of	0.7	0.25632337	0.478067987	0.28969383
figure skating	type_of	0.8	0.12213984	0.283776586	0.182555753
flight museum	type_of	0.32	0.074769132	0.237704182	0.165606666
flood line	type_of	0.52	0.014869546	0.208770334	0.175629853
flower foliage	type_of	0.84	0.430424404	0.577452904	0.354219053
flower interior	type_of	0.28	0.002780662	0.242123419	0.127507592
fly toy	type_of	0.36	0.057511501	0.227536731	0.153705732
foliage tree	type_of	0.82	0.502345321	0.558493267	0.406119345
forest oak	type_of	0.88	0.458794187	0.505360842	0.346952472
forest tropical	type_of	0.6	0.278661399	0.534003929	0.267561234
fruit salad	type_of	0.84	0.381010166	0.594583276	0.332340572
fun idea	type_of	0.6	0.153042735	0.545642946	0.23899746
fun time	type_of	0.4	0.128974182	0.516496842	0.220529988
furniture patio	type_of	0.74	0.35378825	0.577845934	0.329939969
gold texture	type_of	0.32	0.034963509	0.195868579	0.140618791
graffito interior	type_of	0.38	0.122053966	0.038330084	0.194383679
hair wig	type_of	0.92	0.68996071	0.703372532	0.337715767
hand stand	type_of	0.62	0.117303979	0.565697735	0.222581235
happy idea	type_of	0.44	0.008399673	0.543404138	0.148591189
happy morning	type_of	0.44	0.065803805	0.470645464	0.233283443
happy time	type_of	0.48	0.07100119	0.5902225	0.204871398
hockey ice	type_of	0.84	0.456167545	0.542950074	0.436747331
hot spring	type_of	0.54	0.15447018	0.383742915	0.297483652
hot wash	type_of	0.54	0.125565146	0.358657796	0.220412144
hot water	type_of	0.56	0.257347219	0.476214778	0.279471422
hot weather	type_of	0.62	0.300963912	0.388827672	0.282427137
ice skating	type_of	0.74	0.526740886	0.544328887	0.42773857
jacket jean	type_of	0.7	0.409808761	0.512248643	0.343452052
jazz music	type_of	0.86	0.621612227	0.704602072	0.432247441
jazz musician	type_of	0.88	0.570723736	0.648983605	0.376756035
jean shirt	type_of	0.62	0.453234704	0.529101857	0.313302994
jean skirt	type_of	0.72	0.38352034	0.48408498	0.241657871
key motor	type_of	0.42	0.070547627	0.187643074	0.211687
key stone	type_of	0.42	0.094365519	0.205278281	0.231676926
light neon	type_of	0.7	0.383064197	0.487187678	0.257804709
line lunch	type_of	0.58	0.037602114	0.180197833	0.133138249
line metro	type_of	0.54	0.212017793	0.260178954	0.215845879
lunch sandwich	type_of	0.84	0.484091715	0.596349214	0.443065397
marble stone	type_of	0.78	0.611517171	0.734469607	0.456422816
miniature paint	type_of	0.38	0.145753959	0.282028939	0.230359721
miniature painting	type_of	0.46	0.205897011	0.398783673	0.303029904
misty morning	type_of	0.56	0.233074823	0.333328617	0.195148597
misty mountain	type_of	0.46	0.269689559	0.43035766	0.219698252
morning sky	type_of	0.66	0.176820567	0.430245283	0.256920873
mural painting	type_of	0.82	0.684409023	0.625827902	0.427264966
music rock	type_of	0.74	0.339411846	0.596331105	0.357553671
musician punk	type_of	0.6	0.308886499	0.455848885	0.314602
musician rock	type_of	0.82	0.314365603	0.490786328	0.324411376
nest stork	type_of	0.56	0.357981596	0.422582916	0.228162405
nest wasp	type_of	0.7	0.35905842	0.528839657	0.262420876
nude painting	type_of	0.48	0.182984029	0.286664417	0.295481014
oak tree	type_of	0.86	0.499609283	0.510531907	0.429197989
oak wood	type_of	0.84	0.646821502	0.755200448	0.45104658
outfit punk	type_of	0.5	0.178507607	0.424006075	0.247880253
paint portrait	type_of	0.78	0.38762268	0.357385328	0.345840404
painting portrait	type_of	0.86	0.622976366	0.628898367	0.46481294
panorama scenery	type_of	0.76	0.530396138	0.619669077	0.338928762
parking underground	type_of	0.52	0.226442456	0.326376456	0.232090103
photographer wedding	type_of	0.68	0.32678028	0.537922971	0.302961871
photography portrait	type_of	0.76	0.534179854	0.639061358	0.367555875
pizza restaurant	type_of	0.78	0.469638763	0.630068466	0.466798802
poodle puppy	type_of	0.86	0.727126289	0.741137978	0.323526093
poodle terrier	type_of	0.78	0.717851318	0.775267639	0.282628685
potato sweet	type_of	0.64	0.250124723	0.521237784	0.24912413
pug puppy	type_of	0.84	0.68005316	0.72580909	0.245712018
puppy terrier	type_of	0.8	0.665183195	0.76231884	0.24978945
racing shirt	type_of	0.4	0.071179686	0.218897708	0.20230522
rail subway	type_of	0.84	0.543167104	0.512380327	0.355442015
railroad underground	type_of	0.6	0.329976912	0.389468034	0.26879739
railway underground	type_of	0.66	0.338548219	0.439961294	0.283183652
rain weather	type_of	0.82	0.624641683	0.690319288	0.505895209
relax sit	type_of	0.62	0.445763895	0.606168861	0.288784264
restaurant sushi	type_of	0.66	0.519880163	0.614515465	0.234981057
rice yellow	type_of	0.48	0.188467104	0.359953959	0.247440735
ripple wave	type_of	0.78	0.516808503	0.534204238	0.307411749
river scenery	type_of	0.56	0.148267711	0.461770351	0.205957336
rock sing	type_of	0.44	0.16599794	0.436824413	0.269998394
room stair	type_of	0.54	0.263034106	0.329136777	0.23036431
ruin stone	type_of	0.54	0.087106266	0.328984312	0.220099735
sailing ship	type_of	0.88	0.604216921	0.55852566	0.422394496
salad tomato	type_of	0.72	0.628320687	0.773447861	0.395593235
scenery shore	type_of	0.46	0.153657998	0.456652232	0.249247412
scenery sketch	type_of	0.46	0.186364781	0.255049841	0.197647486
scenery skyline	type_of	0.68	0.416939834	0.510389256	0.328039857
scenery sunset	type_of	0.78	0.272961638	0.557903328	0.271519402
school traffic	type_of	0.42	0.018044669	0.253307334	0.227263121
sea tropical	type_of	0.74	0.31738887	0.563107021	0.241278089
seed sunflower	type_of	0.78	0.499173668	0.570610529	0.301772128
sexy smile	type_of	0.48	0.08602403	0.426273002	0.279036536
shirt white	type_of	0.58	0.145385618	0.485640964	0.269567509
skate vehicle	type_of	0.44	0.068013352	0.120114665	0.228833439
skirt white	type_of	0.48	0.161449306	0.446483862	0.200962967
snow weather	type_of	0.74	0.474565855	0.650164582	0.402765744
sock white	type_of	0.56	0.10946332	0.28110468	0.190669596
spiral staircase	type_of	0.74	0.322320995	0.527266357	0.345894217
square town	type_of	0.42	0.24572152	0.362277329	0.24740204
station subway	type_of	0.94	0.506821917	0.550388247	0.280226321
station underground	type_of	0.6	0.316035597	0.448115548	0.246230968
storm tropical	type_of	0.66	0.325576812	0.419915739	0.309120223
subway train	type_of	0.86	0.527443729	0.596787944	0.410596843
sunny weather	type_of	0.76	0.495282209	0.582891797	0.335577789
sweet wine	type_of	0.52	0.115752174	0.435118245	0.225379735
train underground	type_of	0.54	0.262122381	0.354600623	0.267510312
weather wet	type_of	0.66	0.364840257	0.438695247	0.354285067
aircraft flight	used_for	0.9	0.679546168	0.670746132	0.467238504
airplane flight	used_for	0.92	0.732788391	0.714937022	0.433746918
airport flight	used_for	0.82	0.613841246	0.663820973	0.375784844
alley racing	used_for	0.54	0.128503427	0.243503963	0.189731236
animal pet	used_for	0.84	0.636514528	0.675460643	0.43085209
apartment sleep	used_for	0.38	0.113317887	0.297928765	0.268683592
apple dessert	used_for	0.64	0.263148193	0.481819531	0.255364286
automobile racing	used_for	0.7	0.345105041	0.413082034	0.347972502
bacon cooking	used_for	0.64	0.357268905	0.502552178	0.349715347
bacon eat	used_for	0.66	0.252398787	0.501480978	0.339758929
bar relax	used_for	0.48	0.126586426	0.358772389	0.145437195
baseball play	used_for	0.7	0.256141868	0.429304658	0.287717763
bath sleep	used_for	0.3	0.180613499	0.362289881	0.260102522
bath wash	used_for	0.82	0.471506791	0.523469367	0.404904974
bathroom sit	used_for	0.5	0.047689089	0.336355049	0.19699195
bathroom sleep	used_for	0.3	0.167309428	0.373594161	0.324896703
bay swim	used_for	0.58	0.217271008	0.355015927	0.189320382
beach swimming	used_for	0.8	0.351942253	0.630374505	0.355629805
bed relax	used_for	0.78	0.176100403	0.416326505	0.163299203
bed sit	used_for	0.54	0.204846073	0.440059373	0.231514229
bed sleep	used_for	0.84	0.62249875	0.608918281	0.439721532
bedroom relax	used_for	0.52	0.081016593	0.341863025	0.170925742
bedroom sleep	used_for	0.74	0.368139806	0.37794918	0.346271345
beef cattle	used_for	0.82	0.565872037	0.532734913	0.459962177
beef cooking	used_for	0.7	0.319010216	0.511324312	0.31664421
bench sit	used_for	0.64	0.477049872	0.542149529	0.270725407
berry dessert	used_for	0.58	0.293573889	0.420945547	0.276022258
berry eat	used_for	0.62	0.067722189	0.303785398	0.289356258
boat fishing	used_for	0.9	0.481853999	0.692700881	0.408401516
boat sailing	used_for	0.84	0.703962045	0.745241802	0.427227935
bottle wine	used_for	0.8	0.572175035	0.634335495	0.423234046
bread cooking	used_for	0.68	0.373318596	0.589144462	0.348961342
bread eat	used_for	0.76	0.348424374	0.597364381	0.364636144
breakfast diner	used_for	0.66	0.440857352	0.572742943	0.407069133
breakfast hotel	used_for	0.42	0.394816374	0.599431333	0.317826326
breakfast kitchen	used_for	0.8	0.246937753	0.50008361	0.410461611
breakfast restaurant	used_for	0.7	0.343774715	0.60308867	0.38897845
breakfast room	used_for	0.54	0.272527876	0.540669552	0.290762989
brick construction	used_for	0.78	0.345080942	0.463705695	0.293693634
bucket water	used_for	0.72	0.327775259	0.465182956	0.28282187
burger cooking	used_for	0.62	0.260895152	0.405991195	0.312860927
burger eat	used_for	0.84	0.340414966	0.533214929	0.360775229
cafe relax	used_for	0.46	0.122594049	0.395515001	0.262643545
camera photography	used_for	0.98	0.681357259	0.542244563	0.464381427
car garage	used_for	0.82	0.547231218	0.547335739	0.358586395
cherry dessert	used_for	0.6	0.30689595	0.466586249	0.229140988
chicken meat	used_for	0.76	0.621324817	0.763938261	0.466342065
cigarette smoke	used_for	0.86	0.687033257	0.698141062	0.496826101
cigarette smoking	used_for	0.84	0.759676211	0.737274512	0.508481837
city live	used_for	0.64	0.131261081	0.381768493	0.258923446
cocktail dinner	used_for	0.64	0.397903551	0.579608851	0.398938173
cocktail relax	used_for	0.48	0.142464234	0.361796604	0.238992112
coffee dinner	used_for	0.7	0.257102433	0.517468159	0.436512178
coffee lunch	used_for	0.46	0.370672996	0.572872178	0.435780396
coffee mug	used_for	0.74	0.519942627	0.591594498	0.356462959
concrete construction	used_for	0.74	0.450900163	0.632315081	0.345257314
cooking dessert	used_for	0.54	0.318019066	0.53149184	0.371616013
cooking eat	used_for	0.7	0.313136348	0.502341279	0.429560373
cooking food	used_for	0.76	0.470988442	0.671086013	0.513610128
cooking fruit	used_for	0.6	0.080851489	0.420329445	0.226354178
cooking meat	used_for	0.78	0.410111112	0.590616052	0.387796189
cooking noodle	used_for	0.64	0.360575609	0.436972112	0.268685394
cooking restaurant	used_for	0.78	0.304515502	0.482959095	0.485388513
cooking rice	used_for	0.74	0.313929387	0.543813314	0.295310862
cooking salad	used_for	0.62	0.308765326	0.558309144	0.307949777
cooking soup	used_for	0.68	0.489725814	0.624851896	0.404590952
cottage sleep	used_for	0.54	0.131136158	0.267337167	0.212144872
cow milk	used_for	0.9	0.550271815	0.640533811	0.385417114
dance hotel	used_for	0.42	0.041783708	0.182156156	0.214129687
decoration lighting	used_for	0.64	0.331954619	0.486578005	0.274242753
decoration wood	used_for	0.66	0.208888782	0.459702206	0.20906677
desk sit	used_for	0.72	0.296522694	0.493039197	0.238588222
dessert eat	used_for	0.7	0.403825579	0.547495049	0.374023914
diner eat	used_for	0.84	0.447194648	0.445427974	0.334180413
dinner eat	used_for	0.82	0.502592421	0.611019049	0.446595036
dinner restaurant	used_for	0.86	0.505572512	0.665564059	0.474146634
dinner room	used_for	0.42	0.196988956	0.467534948	0.334411672
dress wedding	used_for	0.86	0.368293122	0.582180167	0.315599856
eat food	used_for	0.86	0.630328022	0.717770668	0.564175173
eat fruit	used_for	0.74	0.244654546	0.529840858	0.286201053
eat meat	used_for	0.7	0.388048697	0.654724107	0.421926576
eat rabbit	used_for	0.46	0.077876019	0.367187084	0.239504473
eat soup	used_for	0.78	0.289733933	0.561832384	0.309779372
eat strawberry	used_for	0.66	0.123448916	0.391440906	0.268975194
engine gasoline	used_for	0.86	0.411069255	0.482460828	0.309050319
evening fun	used_for	0.56	0.14417093	0.464667026	0.219154258
evening relax	used_for	0.48	0.142563849	0.413782856	0.250807451
evening sleep	used_for	0.66	0.252615436	0.403252751	0.272169058
feline pet	used_for	0.72	0.62873231	0.593740101	0.322657399
fish fishing	used_for	0.92	0.699123339	0.682499702	0.59786448
fishing sailing	used_for	0.74	0.434932476	0.604534216	0.476738221
fishing sea	used_for	0.82	0.326648156	0.527423917	0.342277327
floor sit	used_for	0.4	0.191067213	0.482553068	0.245995941
foot piano	used_for	0.42	0.071975649	0.199593961	0.222458595
friend relax	used_for	0.4	0.044553066	0.261899424	0.19289167
fun lego	used_for	0.48	0.259236385	0.291440776	0.211907963
fun relax	used_for	0.62	0.251695677	0.424221307	0.236297611
game play	used_for	0.64	0.700925695	0.737851995	0.427096918
game scooter	used_for	0.34	-0.006946321	0.09912122	0.256788406
grape wine	used_for	0.92	0.691246559	0.685048442	0.468401183
guitar music	used_for	0.8	0.517839946	0.625672146	0.437354186
guitar play	used_for	0.66	0.282321921	0.422645817	0.250243431
guitar rock	used_for	0.78	0.308719576	0.564628251	0.375030545
harbor sailing	used_for	0.78	0.426291732	0.476624911	0.31609846
harbor ship	used_for	0.78	0.441596627	0.460184582	0.31234697
harbour ship	used_for	0.68	0.437031133	0.433533956	0.305271607
highway traffic	used_for	0.88	0.524064715	0.574305341	0.376171024
hockey play	used_for	0.62	0.345641962	0.42261801	0.319158527
hold nest	used_for	0.4	-0.02188753	0.260091899	0.205425119
horse work	used_for	0.42	0.004105842	0.258511732	0.165004979
hotel relax	used_for	0.58	0.124649685	0.396084542	0.267825632
ink pencil	used_for	0.64	0.494799747	0.552462092	0.43355131
kitchen wash	used_for	0.58	0.228600955	0.42403743	0.290979114
lawn sleep	used_for	0.22	0.043353344	0.215959548	0.145963159
lunch restaurant	used_for	0.66	0.420922614	0.630518462	0.413479798
machine wash	used_for	0.7	0.211773537	0.35702363	0.145586055
makeup people	used_for	0.4	0.022190523	0.248497842	0.227412533
map travel	used_for	0.8	0.209758127	0.416026282	0.280917019
match stadium	used_for	0.58	0.282344428	0.337779679	0.310062096
metro train	used_for	0.82	0.439203653	0.461736582	0.283908413
morning sleep	used_for	0.72	0.275789551	0.504966949	0.34130048
musician piano	used_for	0.8	0.515346844	0.524872242	0.42451316
outfit play	used_for	0.26	0.064651364	0.227385329	0.181521219
paint painting	used_for	0.84	0.758095836	0.713373454	0.636734784
paint picture	used_for	0.74	0.353328339	0.386657836	0.300451356
park parking	used_for	0.82	0.59961352	0.637720769	0.457373497
park skate	used_for	0.52	0.288874881	0.418429339	0.208794075
patio sit	used_for	0.56	0.215720388	0.37955038	0.201343032
piano play	used_for	0.74	0.353342113	0.426168742	0.259214802
play stadium	used_for	0.62	0.216079512	0.316431159	0.275663943
pool relax	used_for	0.56	0.18912032	0.504060707	0.217742349
pool swim	used_for	0.86	0.583844868	0.577644786	0.366073373
pool swimming	used_for	0.9	0.671697954	0.819536133	0.427632119
rail train	used_for	0.8	0.638369586	0.623336229	0.495061107
railway station	used_for	0.8	0.511689982	0.628686239	0.378984873
railway train	used_for	0.9	0.711942623	0.705304806	0.469257038
relax restaurant	used_for	0.32	0.075479836	0.339969606	0.227150684
relax scenery	used_for	0.5	0.189990153	0.421278382	0.260520771
relax sunshine	used_for	0.4	0.174702769	0.45860841	0.22762206
restaurant shopping	used_for	0.52	0.196513393	0.432533092	0.33678948
road traffic	used_for	0.76	0.46978211	0.537451686	0.331713743
room sit	used_for	0.58	0.205905925	0.52919653	0.269570492
sea swim	used_for	0.78	0.392246663	0.472380847	0.299217778
shop shopping	used_for	0.88	0.601714718	0.686670586	0.520944739
shopping store	used_for	0.82	0.56717198	0.671819685	0.413016273
shore swim	used_for	0.7	0.309966842	0.50564237	0.380498268
show television	used_for	0.88	0.356917015	0.519998465	0.31012727
station train	used_for	0.82	0.470513009	0.585654647	0.338678384
surfer wave	used_for	0.74	0.447222279	0.34922876	0.323292874
